"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,87,2738000,1,37663000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,86,93675000,2,49429000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,90,16126000,5,60164000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,39,22101000,1,48424000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,73,72355000,1,31943000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,69,38476000,5,34975000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,50,80847000,5,88001000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,39,88458000,3,30116000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,37,38147000,5,84384000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,19,23858000,2,36112000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,66,67723000,1,19913000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,75,28282000,5,93457000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,45,79618000,4,76218000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,58,8912000,1,92394000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,24,6611000,5,55688000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,52,61829000,5,59484000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,28,58916000,5,16598000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,38,2166000,5,79452000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,68,8859000,5,86883000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,34,35798000,5,66737000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,94,86428000,2,29487000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,81,60297000,5,42410000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,68,74709000,1,15808000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,59,73395000,4,55139000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,32,60529000,1,9915000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,98,54875000,2,71043000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,46,17992000,5,62136000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,80,79605000,4,5101000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,40,84452000,2,44653000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,45,2048000,5,25419000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,43,88841000,1,95413000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,62,34318000,5,75230000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,51,10653000,4,11099000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,23,39941000,5,38879000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,50,82060000,3,59584000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,95,64806000,4,80416000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,27,24103000,5,95033000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,34,21166000,5,44158000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,31,83512000,1,87076000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,41,12241000,5,52176000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,53,28246000,5,12694000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,65,99998000,4,25883000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,82,59869000,3,16249000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,52,18610000,4,55012000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,72,37277000,3,27875000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,67,98193000,1,27394000,3,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,37,8027000,2,47081000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,29,26287000,4,44978000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,71,59054000,5,49230000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,40,80087000,3,39121000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,40,53231000,2,39918000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,69,90312000,2,96376000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,34,74937000,2,27807000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,74,1085000,5,37955000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,43,83106000,1,63878000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,45,99419000,1,38356000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,38,81126000,3,59571000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,59,23161000,1,61746000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,52,46750000,2,9201000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,47,2772000,1,8253000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,53,78732000,3,93422000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,77,13049000,5,61220000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,98,12481000,4,91763000,2,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,4,69,25019000,3,83602000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,79,27712000,2,34715000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,27,58754000,4,11976000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,80,12815000,5,45587000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,51,3908000,3,56135000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,61,82549000,5,65817000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,66,32853000,4,60964000,3,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,3,83,22422000,2,1125000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,55,42568000,1,91862000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,80,13406000,1,24149000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,82,43403000,2,24854000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,96,30239000,5,27820000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,53,71523000,4,6055000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,47,93245000,5,24113000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,64,29255000,2,47919000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,76,96948000,2,77733000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,35,16159000,4,80649000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,66,86847000,2,17716000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,68,88759000,3,27654000,3,2
0.08,0.05,0.11,0.35,0.06,0.025,0.26,4,1,78,57932000,3,4479000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,91,8458000,1,74384000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,74,91632000,3,45843000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,30,37898000,2,90558000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,63,67427000,3,88131000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,54,77063000,5,9394000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,25,22249000,3,93040000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,56,54696000,4,81590000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,42,19179000,5,86329000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,49,15851000,4,8691000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,93,82665000,5,31229000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,61,70583000,3,58216000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,93,62785000,3,41009000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,48,62058000,4,87117000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,75,73879000,5,71014000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,37,96885000,1,58131000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,24,77835000,5,94135000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,85,68685000,2,45296000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,24,32367000,1,76844000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,36,20589000,1,94563000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,40,17896000,1,16115000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,52,13924000,5,66164000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,3,76,47899000,4,38279000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,67,55775000,3,68527000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,92,71081000,1,24060000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,50,42864000,1,43602000,2,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,2,1,98,63500000,3,17975000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,96,27469000,1,72685000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,26,58296000,3,56825000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,80,66107000,4,62909000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,55,31273000,3,92790000,3,3
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,4,93,43037000,1,3557000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,98,77911000,5,79029000,1,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,82,53655000,5,35774000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,37,83725000,3,67718000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,1,30,45677000,4,82742000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,52,94742000,2,64076000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,76,36904000,1,30985000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,63,37049000,1,65020000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,64,18333000,2,23598000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,66,99792000,5,74532000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,63,68486000,4,26712000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,45,38141000,2,81191000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,76,57471000,3,95232000,2,2
0.06,0.14,0.17,0.23,0.05,0.06,0.35,2,1,73,9868000,1,6948000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,23,8304000,5,39430000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,32,31998000,5,80249000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,63,62026000,3,9939000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,78,19318000,5,34037000,3,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,30,50887000,1,15890000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,69,81163000,3,51301000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,90,10100000,2,66772000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,59,20650000,1,58386000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,33,10490000,2,36810000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,23,72395000,3,83125000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,18,95127000,3,62288000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,26,92107000,3,13064000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,46,66499000,4,20034000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,50,93904000,5,63272000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,37,32165000,4,47095000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,57,50569000,5,69686000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,43,63234000,2,47550000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,64,23219000,3,95594000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,18,35725000,2,63885000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,64,9090000,1,82651000,1,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,19,10515000,5,90108000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,34,81717000,4,32536000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,64,68448000,2,61120000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,24,2952000,1,35288000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,71,22447000,1,43003000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,79,14679000,2,89797000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,53,75286000,5,67646000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,34,37025000,3,31236000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,74,20905000,2,26324000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,31,61534000,5,71548000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,74,52505000,4,74757000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,30,10412000,3,21081000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,34,89209000,1,7670000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,52,48452000,4,42011000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,28,61153000,4,95969000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,85,69358000,4,6295000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,58,60169000,1,77239000,3,4
0.06,0.15,0.18,0.21,0.05,0.065,0.35,4,4,96,82193000,2,10771000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,97,8261000,5,36312000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,67,46278000,1,29204000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,3,57,65424000,1,80311000,1,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,4,92,35256000,3,1399000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,88,90214000,2,56026000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,38,70509000,4,66786000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,62,77198000,1,91833000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,69,35387000,3,4679000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,49,44173000,4,84664000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,21,30157000,3,47278000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,21,47471000,3,82137000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,85,56401000,2,58802000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,31,15509000,5,34122000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,65,64893000,4,71124000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,32,75477000,3,56136000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,53,27545000,3,14490000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,34,16542000,4,53583000,1,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,21,35038000,3,87403000,1,4
0.06,0.15,0.18,0.21,0.05,0.065,0.35,1,1,65,33372000,5,1772000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,50,58170000,4,75647000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,3,53,94636000,1,4.5e+07,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,67,53224000,2,74869000,2,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,44,47943000,1,98067000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,56,2228000,2,20300000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,85,83567000,2,70955000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,46,86901000,4,57684000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,30,65445000,5,81942000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,90,71829000,3,99695000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,78,35906000,5,36956000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,98,79139000,2,95051000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,71,85340000,1,41412000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,34,55858000,4,68127000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,92,11871000,2,74759000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,38,21462000,5,64156000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,23,72211000,3,69989000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,65,77452000,5,46498000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,61,83667000,1,98103000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,98,17009000,2,72808000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,58,91743000,2,40821000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,84,18545000,4,58462000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,35,53625000,5,22080000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,67,94758000,4,47720000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,19,97388000,3,68711000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,87,4153000,1,80215000,2,1
0.07,0.05,0.05,0.35,0.05,0.01,0.2,4,1,74,70630000,1,2374000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,85,26867000,3,38650000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,26,3897000,4,80067000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,34,67594000,1,23769000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,65,73710000,4,13735000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,99,51210000,2,41330000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,95,63623000,2,72132000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,90,11968000,4,70006000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,34,56556000,4,95045000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,52,89280000,4,13366000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,93,89733000,5,47604000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,80,71479000,3,42119000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,4,54,9862000,4,5723000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,30,8357000,2,33408000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,52,16007000,3,64049000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,21,74981000,3,49712000,1,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,75,1736000,1,39002000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,42,2509000,1,50972000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,31,51180000,2,89596000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,84,96501000,2,49839000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,99,36295000,5,80206000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,33,39637000,1,7812000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,59,29426000,1,93706000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,52,1486000,1,80999000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,27,33386000,5,84043000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,72,20420000,3,91756000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,34,84956000,4,61057000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,70,54006000,4,32594000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,3,57,2337000,4,32235000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,75,859000,3,57140000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,54,43945000,3,16203000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,29,55759000,3,78113000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,71,75718000,3,31036000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,99,77032000,1,96250000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,56,21278000,4,31593000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,20,9355000,4,29598000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,77,20338000,5,56900000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,56,67579000,1,53648000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,66,93469000,3,33543000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,75,577000,5,82273000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,22,10651000,2,16305000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,81,62142000,3,32815000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,67,92752000,2,56145000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,38,64717000,3,95926000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,47,48389000,3,43612000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,87,65755000,4,81452000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,77,57802000,3,73009000,3,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,4,72,15045000,3,1435000,1,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,1,95,30119000,2,48633000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,49,40932000,3,17763000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,48,13467000,2,3940000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,53,81658000,4,90833000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,19,2112000,5,54486000,2,1
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,2,93,41445000,2,6480000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,99,13242000,1,18860000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,70,86976000,5,39533000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,46,89659000,5,31569000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,51,30276000,2,60825000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,83,47638000,5,87141000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,38,95768000,2,95195000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,72,89505000,4,17424000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,56,565000,4,22695000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,80,52637000,5,42357000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,36,84910000,4,59936000,2,4
0.07,0.22,0.26,0.05,0.05,0.095,0.35,2,2,84,62343000,4,18308000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,53,96237000,2,12478000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,21,19889000,3,56478000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,67,34506000,4,75169000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,76,94723000,3,19688000,2,3
0.08,0.06,0.12,0.35,0.06,0.03,0.27,2,2,99,10113000,3,10165000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,46,16175000,2,80916000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,47,82707000,1,75826000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,43,40518000,3,99572000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,96,45507000,1,81061000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,54,60595000,5,47584000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,93,63458000,1,68370000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,41,89374000,4,83598000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,36,27468000,2,69469000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,88,34792000,2,64646000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,74,88574000,2,75317000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,33,36161000,3,91765000,3,4
